,episode_reward,nb_episode_steps,nb_steps
231,162.0069644367925,77,27948
232,163.24151990991183,77,28025
233,102.23933158963335,137,28162
234,168.36981228693872,72,28234
235,165.54037509757495,75,28309
236,106.57599080905742,134,28443
237,147.27393890903645,93,28536
238,166.46444408237124,74,28610
239,154.3843894949012,85,28695
240,156.2865657597899,83,28778
241,136.60692327383634,103,28881
242,143.71351554139792,94,28975
243,148.434940655304,92,29067
244,161.94810925761388,77,29144
245,64.26409701709423,174,29318
246,159.30871684504405,79,29397
247,162.5476296843617,77,29474
248,165.36195454705285,73,29547
249,142.76970392450048,95,29642
250,153.65036843998192,84,29726
251,163.90491113400108,74,29800
252,97.19561301254477,143,29943
253,106.94855156884361,132,30075
254,149.63342851522248,91,30166
255,166.97171809749926,71,30237
256,109.07331142623933,130,30367
257,128.29271970254717,112,30479
258,148.6110297005609,91,30570
259,159.7934425421653,78,30648
260,174.97267373527555,64,30712
261,139.53056568662078,99,30811
262,153.94713965897017,84,30895
263,165.68289107352928,74,30969
264,147.5467545385045,93,31062
265,149.16377269565191,91,31153
266,166.1989808405051,74,31227
267,137.67252098309189,102,31329
268,153.22522244554398,87,31416
269,100.43532372034612,139,31555
270,158.42363215175732,82,31637
271,162.75149084676576,77,31714
272,155.77067967789932,83,31797
273,145.26199521097595,95,31892
274,140.90788597400547,97,31989
275,173.02926471616505,65,32054
276,162.50919824026656,78,32132
277,154.0714439411218,86,32218
278,171.60732941319213,69,32287
279,161.33473329006142,79,32366
280,149.88486933912955,90,32456
281,150.94254162129792,87,32543
282,146.48653922202604,93,32636
283,166.7685285203905,71,32707
284,121.74506128472781,118,32825
285,145.20364413579173,94,32919
286,119.356557187354,120,33039
287,177.33419615345775,63,33102
288,169.25206287458326,69,33171
289,136.24405347190634,104,33275
290,169.76508476261938,69,33344
291,178.6357993477954,60,33404
292,179.3100327062,61,33465
293,171.07562359158024,69,33534
294,153.73912046213607,86,33620
295,152.47160820872097,87,33707
296,64.66482137196427,175,33882
297,162.08011771522462,78,33960
298,168.7617999824169,70,34030
299,170.3108583864876,69,34099
300,154.4471584654569,85,34184
301,158.33569040796817,80,34264
302,173.44205858054175,67,34331
303,175.98492934409242,64,34395
304,168.6216871039735,71,34466
305,175.283551120473,65,34531
306,128.53820658335147,110,34641
307,176.51472704277535,64,34705
308,74.06962685575576,166,34871
309,155.80480486245605,82,34953
310,166.97968647528222,73,35026
311,140.02087167198744,100,35126
312,185.0901697713599,55,35181
313,153.63753798790708,86,35267
314,175.57621844129676,63,35330
